95,18,53,83,82,83
95,21,60,87,82,83
95,25,67,90,82,83
95,29,75,94,82,83
95,21,58,85,82,83
95,14,44,78,82,83
95,8,31,71,82,83
95,3,18,64,82,83
95,2,16,62,82,83
95,1,14,61,82,83
95,0,12,60,82,83
95,0,10,58,82,83
95,8,12,52,82,83
95,16,15,47,82,83
95,24,19,43,82,83
95,31,23,40,82,83
95,25,19,42,82,83
95,19,16,45,82,83
95,13,13,48,82,83
95,6,10,52,82,83
95,5,10,53,82,83
95,3,9,54,82,83
95,2,9,55,82,83
95,1,9,56,82,83
95,5,21,64,82,83
95,10,34,72,82,83
95,16,48,80,82,83
95,24,65,89,82,83
